     1833.0084730      -267.8811372       -58.2595427     36620.4000000     1
     1565.1273358      -326.1406799       -35.6220420     36621.4000000     1
     1180.7271132      -339.1252213       152.1982605     36622.4000000     1
      886.8768932       -21.7441589       224.2004755     36623.4000000     1
     1137.2387953       109.2757297       -39.9176090     36624.4000000     1
     1105.4283526      -101.5793769       -45.1070579     36625.4000000     1
      832.5006646       -26.0454439       -36.5638086     36627.4000000     1
     1027.2920209      -211.2708027      -199.0555433     36628.4000000     1
      409.9590592      -424.1565305        80.1449359     36629.4000000     1
      178.9789598       -50.9809309       129.7963801     36630.4000000     1
      307.9971973      -164.5637704       -25.9739755     36631.4000000     1
     -150.1485811      -102.9288819        64.2397288     36632.4000000     1
      102.1394335       -36.0843129       -46.3355288     36633.4000000     1
     -222.3172069      -195.5999394         4.6092813     36634.4000000     1
     -289.0604454       -26.8657503       133.3848310     36635.4000000     1
     -276.0487075        71.1697227      -127.9665219     36636.4000000     1
     -146.7210001      -282.7987941       -86.6729212     36637.4000000     1
     -841.6462956      -102.1761197       213.6586408     36638.4000000     1
     -351.0732394       144.5184875       -25.4079174     36639.4000000     1
     -552.6093206      -152.9919544       -76.8969963     36640.4000000     1
     -963.0410570      -163.0694977        22.3166784     36643.4000000     1
    -1204.8873114       -63.7252409       211.1640312     36644.4000000     1
    -1090.4915388       259.2585646      -111.8609630     36645.4000000     1
     -686.3701822      -287.4471668      -256.9654553     36646.4000000     1
    -1665.3858724      -254.6723459       155.9792640     36647.4000000     1
    -1195.7148740        24.5113612        22.2404680     36648.4000000     1
    -1591.8517887      -187.9509420       -59.7658598     36650.4000000     1
    -1759.5677001      -154.7862181        18.5655999     36651.4000000     1
    -2056.2104429      -132.2541423        56.4448233     36653.4000000     1
    -2156.3301270        14.5482517       -51.9873212     36654.4000000     1
    -2027.1139396      -236.2287847       -79.1338161     36655.4000000     1
    -2628.7876963      -143.7193805       118.1866951     36656.4000000     1
    -2314.5527007         0.1446055       -99.8206672     36657.4000000     1
    -2628.4984853      -343.3607149       -33.7632733     36658.4000000     1
    -3001.2741304       -67.3819410       276.4255445     36659.4000000     1
    -2763.2623674       209.4903741       -45.3216592     36660.4000000     1
    -2582.2933822      -158.0252595      -166.1823580     36661.4000000     1
    -3079.3128864      -122.8743420       -14.3089732     36662.4000000     1
    -2828.0420662      -186.6432060       -93.2616532     36663.4000000     1
    -3452.5992983      -309.3976485        83.3434286     36664.4000000     1
    -3446.8373631       -19.9563488       101.4120919     36665.4000000     1
    -3492.5119959      -106.5734647      -100.6586117     36666.4000000     1
    -3659.9842924      -221.2735721         7.3507878     36667.4000000     1
    -3935.0591402       -91.8718890        87.3299118     36668.4000000     1
    -3843.7280704       -46.6137486       -22.8502455     36669.4000000     1
    -4028.2866374      -137.5723799       -76.8385622     36670.4000000     1
    -4256.4452102      -277.1294351        57.5973063     36672.4000000     1
    -4859.6749426        35.2195389       221.6166947     36673.4000000     1
    -4186.0061324       166.1039544      -183.1538247     36674.4000000     1
    -4527.4670338      -331.0881106      -117.1321236     36675.4000000     1
    -4848.1823537       -68.1602927       120.3539333     36676.4000000     1
    -4663.7876192       -90.3802441       -28.7477418     36677.4000000     1
    -5119.3230860      -154.4035181        -5.7343610     36679.4000000     1
    -5126.9981735      -107.5833273         8.0427616     36680.4000000     1
    -5442.0730678      -130.2752333         0.3816716     36682.4000000     1
    -5517.8238734      -106.4383124       -13.9046205     36683.4000000     1
    -5654.9496926      -158.0844744       -22.8797557     36684.4000000     1
    -5833.9928222      -152.1978238       -65.7315752     36685.4000000     1
    -5959.3453403      -289.5476248        17.8674454     36686.4000000     1
    -6413.0880719      -116.4629331       243.3488796     36687.4000000     1
    -6192.2712065       197.1501343       -22.4521842     36688.4000000     1
    -6018.7878033      -161.3673016      -224.5584392     36689.4000000     1
    -6515.0058097      -251.9667442        60.7569917     36690.4000000     1
    -6522.7212918       -39.8533183        78.3689012     36691.4000000     1
    -6594.7124464       -95.2289417        41.6428992     36692.4000000     1
    -6713.1791752        43.4324801        26.8394737     36693.4000000     1
    -6507.8474862       -41.5499942      -143.1266104     36694.4000000     1
    -6796.2791637      -242.8207408       -62.3252602     36695.4000000     1
    -6993.4889679      -166.2005146       115.2299061     36696.4000000     1
    -7128.6801929       -12.3609287         2.4624398     36697.4000000     1
    -7018.2108252      -161.2756350      -143.5186947     36698.4000000     1
    -7451.2314629      -299.3983181        28.1295250     36699.4000000     1
    -7617.0074615      -105.0165849        43.5547140     36700.4000000     1
    -7661.2646328      -212.2888902       -20.2644325     36701.4000000     1
    -8041.5852419      -145.5454499        92.8644265     36702.4000000     1
    -7952.3555326       -26.5600372        30.9933125     36703.4000000     1
    -8094.7053162       -83.5588248      -101.3598230     36704.4000000     1
    -8119.4731822      -229.2796832        24.7752547     36705.4000000     1
    -8553.2646827       -34.0083153       151.7720080     36706.4000000     1
    -8187.4898129        74.2643327       -58.1979612     36707.4000000     1
    -8404.7360172      -150.4042377       -62.1378445     36708.4000000     1
    -8488.2982883       -50.0113564        13.5306427     36709.4000000     1
    -8554.7700863      -109.8123097       -59.9995479     36711.4000000     1
    -8817.7352174      -230.0099999        32.2042487     36712.4000000     1
    -9014.7900861       -45.4038123        -8.2162163     36713.4000000     1
    -8908.5428419      -246.4424326      -132.0156150     36714.4000000     1
    -9507.6749514      -309.4350422       155.8853667     36715.4000000     1
    -9527.4129264        65.3283007       162.1350027     36716.4000000     1
    -9377.0183499        14.8349632       -47.6169994     36717.4000000     1
    -9497.7430000       -29.9056981       -47.0867101     36718.4000000     1
    -9436.8297461       -79.3384570      -158.1482602     36719.4000000     1
    -9656.4199140      -346.2022185       -89.5624478     36720.4000000     1
   -10129.2341830      -258.4633526        94.2249212     36721.4000000     1
   -10173.3466191      -157.7523761       141.5172812     36722.4000000     1
   -10444.7389351        24.5712099       117.8768776     36723.4000000     1
   -10124.2041993        78.0013790       -11.5977554     36724.4000000     1
   -10288.7361771         1.3756991      -108.6632610     36725.4000000     1
   -10121.4528011      -139.3251431       -58.7839078     36726.4000000     1
   -10567.3864632      -116.1921165       106.7727690     36727.4000000     1
   -10353.8370341        74.2203949       -56.9915955     36728.4000000     1
   -10418.9456734      -230.1753074      -105.1008172     36729.4000000     1
   -10814.1876489      -135.9812395        37.1814859     36730.4000000     1
   -10690.9081523      -155.8123356        80.0351703     36731.4000000     1
   -11125.8123200        24.0891011        91.2077950     36732.4000000     1
   -10642.7299502        26.6032545       -49.6479139     36733.4000000     1
   -11072.6058111       -75.2067266        -3.3477281     36734.4000000     1
   -10793.1434034        19.9077983        -2.9249933     36735.4000000     1
   -11032.7902144       -81.0567133       -19.3281624     36736.4000000     1
