4500	1.00 	2504
4500	1.20 	2927
4500	1.40 	3250
4500	1.60 	3415
4500	1.80 	3565
4500	2.00 	3670
4500	2.20 	3751
4500	2.40 	3825
4500	2.60 	3878
4500	2.80 	3928
4500	3.00 	3969
4500	4.00 	4109
4500	5.00 	4188
5000	0.20 	1633
5000	0.40 	1714
5000	0.60 	1842
5000	0.80 	2012
5000	1.00 	2429
5000	1.20 	2817
5000	1.40 	3134
5000	1.60 	3341
5000	1.80 	3503
5000	2.00 	3608
5000	2.20 	3703
5000	2.40 	3777
5000	2.60 	3838
5000	2.80 	3892
5000	3.00 	3933
5000	4.00 	4083
5000	5.00 	4171
5500	0.20 	1635
5500	0.40 	1716
5500	0.60 	1827
5500	0.80 	1972
5500	1.00 	2165
5500	1.20 	2489
5500	1.40 	2843
5500	1.60 	3128
5500	1.80 	3303
5500	2.00 	3452
5500	2.20 	3558
5500	2.40 	3646
5500	2.60 	3723
5500	2.80 	3782
5500	3.00 	3836
5500	4.00 	4013
5500	5.00 	4116
6000	0.20 	1643
6000	0.40 	1723
6000	0.60 	1818
6000	0.80 	1966
6000	1.00 	2090
6000	1.20 	2304
6000	1.40 	2590
6000	1.60 	2910
6000	1.80 	3139
6000	2.00 	3296
6000	2.20 	3427
6000	2.40 	3531
6000	2.60 	3617
6000	2.80 	3689
6000	3.00 	3747
6000	4.00 	3950
6000	5.00 	4067
6500	0.20 	1647
6500	0.40 	1729
6500	0.60 	1809
6500	0.80 	1971
6500	1.00 	2025
6500	1.20 	2118
6500	1.40 	2338
6500	1.60 	2682
6500	1.80 	2984
6500	2.00 	3151
6500	2.20 	3301
6500	2.40 	3424
6500	2.60 	3513
6500	2.80 	3601
6500	3.00 	3663
6500	4.00 	3891
6500	5.00 	4022
7000	0.20 	1648
7000	0.40 	1728
7000	0.60 	1788
7000	0.80 	1921
7000	1.00 	2030
7000	1.20 	2120
7000	1.40 	2260
7000	1.60 	2508
7000	1.80 	2798
7000	2.00 	3016
7000	2.20 	3182
7000	2.40 	3315
7000	2.60 	3424
7000	2.80 	3511
7000	3.00 	3586
7000	4.00 	3836
7000	5.00 	3979
7500	0.20 	1647
7500	0.40 	1726
7500	0.60 	1794
7500	0.80 	1975
7500	1.00 	2045
7500	1.20 	2127
7500	1.40 	2248
7500	1.60 	2476
7500	1.80 	2749
7500	2.00 	2973
7500	2.20 	3150
7500	2.40 	3284
7500	2.60 	3397
7500	2.80 	3486
7500	3.00 	3563
7500	4.00 	3820
7500	5.00 	3967
8000	0.20 	1641
8000	0.40 	1722
8000	0.60 	1821
8000	0.80 	1974
8000	1.00 	2056
8000	1.20 	2109
8000	1.40 	2168
8000	1.60 	2365
8000	1.80 	2640
8000	2.00 	2896
8000	2.20 	3078
8000	2.40 	3221
8000	2.60 	3340
8000	2.80 	3434
8000	3.00 	3518
8000	4.00 	3789
8000	5.00 	3940
8500	0.20 	1639
8500	0.40 	1718
8500	0.60 	1810
8500	0.80 	1961
8500	1.00 	2049
8500	1.20 	2100
8500	1.40 	2136
8500	1.60 	2327
8500	1.80 	2641
8500	2.00 	2909
8500	2.20 	3077
8500	2.40 	3226
8500	2.60 	3344
8500	2.80 	3437
8500	3.00 	3523
8500	4.00 	3792
8500	5.00 	3942
9000	0.20 	1619
9000	0.40 	1696
9000	0.60 	1795
9000	0.80 	1935
9000	1.00 	2013
9000	1.20 	2071
9000	1.40 	2124
9000	1.60 	2194
9000	1.80 	2495
9000	2.00 	2775
9000	2.20 	2980
9000	2.40 	3130
9000	2.60 	3269
9000	2.80 	3365
9000	3.00 	3455
9000	4.00 	3745
9000	5.00 	3909
9500	0.20 	1634
9500	0.40 	1700
9500	0.60 	1790
9500	0.80 	1952
9500	1.00 	2011
9500	1.20 	2051
9500	1.40 	2140
9500	1.60 	2236
9500	1.80 	2403
9500	2.00 	2667
9500	2.20 	2904
9500	2.40 	3061
9500	2.60 	3197
9500	2.80 	3312
9500	3.00 	3401
9500	4.00 	3709
9500	5.00 	3882
10000	0.20 	1641
10000	0.40 	1730
10000	0.60 	1822
10000	0.80 	1961
10000	1.00 	2015
10000	1.20 	2086
10000	1.40 	2147
10000	1.60 	2281
10000	1.80 	2431
10000	2.00 	2665
10000	2.20 	2888
10000	2.40 	3062
10000	2.60 	3190
10000	2.80 	3309
10000	3.00 	3398
10000	4.00 	3706
10000	5.00 	3879
10500	0.20 	1636
10500	0.40 	1709
10500	0.60 	1786
10500	0.80 	1973
10500	1.00 	2032
10500	1.20 	2101
10500	1.40 	2182
10500	1.60 	2260
10500	1.80 	2363
10500	2.00 	2547
10500	2.20 	2769
10500	2.40 	2974
10500	2.60 	3107
10500	2.80 	3230
10500	3.00 	3333
10500	4.00 	3661
10500	5.00 	3833
11000	0.20 	1638
11000	0.40 	1723
11000	0.60 	1815
11000	0.80 	1985
11000	1.00 	2047
11000	1.20 	2096
11000	1.40 	2156
11000	1.60 	2231
11000	1.80 	2358
11000	2.00 	2514
11000	2.20 	2714
11000	2.40 	2903
11000	2.60 	3064
11000	2.80 	3183
11000	3.00 	3294
11000	4.00 	3634
11000	5.00 	3824
11500	0.20 	1640
11500	0.40 	1740
11500	0.60 	1814
11500	0.80 	1994
11500	1.00 	2056
11500	1.20 	2125
11500	1.40 	2204
11500	1.60 	2280
11500	1.80 	2379
11500	2.00 	2522
11500	2.20 	2697
11500	2.40 	2874
11500	2.60 	3035
11500	2.80 	3163
11500	3.00 	3269
11500	4.00 	3618
11500	5.00 	3813
12000	0.20 	1651
12000	0.40 	1746
12000	0.60 	1830
12000	0.80 	1995
12000	1.00 	2079
12000	1.20 	2153
12000	1.40 	2246
12000	1.60 	2342
12000	1.80 	2428
12000	2.00 	2547
12000	2.20 	2712
12000	2.40 	2906
12000	2.60 	3070
12000	2.80 	3189
12000	3.00 	3294
12000	4.00 	3636
12000	5.00 	3826
12500	0.20 	1650
12500	0.40 	1737
12500	0.60 	1823
12500	0.80 	1967
12500	1.00 	2040
12500	1.20 	2126
12500	1.40 	2210
12500	1.60 	2329
12500	1.80 	2462
12500	2.00 	2592
12500	2.20 	2855
12500	2.40 	3095
12500	2.60 	3226
12500	2.80 	3334
12500	3.00 	3425
12500	4.00 	3725
12500	5.00 	3893
13000	0.20 	1652
13000	0.40 	1747
13000	0.60 	1803
13000	0.80 	1974
13000	1.00 	2046
13000	1.20 	2129
13000	1.40 	2235
13000	1.60 	2348
13000	1.80 	2476
13000	2.00 	2661
13000	2.20 	2965
13000	2.40 	3222
13000	2.60 	3333
13000	2.80 	3436
13000	3.00 	3515
13000	4.00 	3787
13000	5.00 	3936
13500	0.20 	1638
13500	0.40 	1708
13500	0.60 	1796
13500	0.80 	1928
13500	1.00 	2013
13500	1.20 	2114
13500	1.40 	2230
13500	1.60 	2395
13500	1.80 	2589
13500	2.00 	2803
13500	2.20 	2996
13500	2.40 	3158
13500	2.60 	3278
13500	2.80 	3386
13500	3.00 	3470
13500	4.00 	3755
13500	5.00 	3915
14000	0.20 	1631
14000	0.40 	1705
14000	0.60 	1800
14000	0.80 	1913
14000	1.00 	2016
14000	1.20 	2145
14000	1.40 	2333
14000	1.60 	2542
14000	1.80 	2736
14000	2.00 	2942
14000	2.20 	3120
14000	2.40 	3266
14000	2.60 	3371
14000	2.80 	3473
14000	3.00 	3547
14000	4.00 	3809
14000	5.00 	3956
14500	0.20 	1639
14500	0.40 	1726
14500	0.60 	1816
14500	0.80 	1929
14500	1.00 	2019
14500	1.20 	2134
14500	1.40 	2385
14500	1.60 	2673
14500	1.80 	2919
14500	2.00 	3128
14500	2.20 	3274
14500	2.40 	3398
14500	2.60 	3498
14500	2.80 	3576
14500	3.00 	3647
14500	4.00 	3879
14500	5.00 	4008
15000	0.20 	1626
15000	0.40 	1687
15000	0.60 	1774
15000	0.80 	1939
15000	1.00 	2102
15000	1.20 	2332
15000	1.40 	2624
15000	1.60 	2896
15000	1.80 	3107
15000	2.00 	3291
15000	2.20 	3415
15000	2.40 	3518
15000	2.60 	3608
15000	2.80 	3676
15000	3.00 	3741
15000	4.00 	3945
15000	5.00 	4062
15500	0.20 	1622
15500	0.40 	1687
15500	0.60 	1771
15500	0.80 	1915
15500	1.00 	2153
15500	1.20 	2451
15500	1.40 	2728
15500	1.60 	2999
15500	1.80 	3203
15500	2.00 	3363
15500	2.20 	3482
15500	2.40 	3583
15500	2.60 	3660
15500	2.80 	3727
15500	3.00 	3785
15500	4.00 	3976
15500	5.00 	4083
16000	0.20 	1617
16000	0.40 	1681
16000	0.60 	1783
16000	0.80 	1889
16000	1.00 	2119
16000	1.20 	2485
16000	1.40 	2849
16000	1.60 	3144
16000	1.80 	3305
16000	2.00 	3456
16000	2.20 	3562
16000	2.40 	3649
16000	2.60 	3727
16000	2.80 	3748
16000	3.00 	3839
16000	4.00 	4015
16000	5.00 	4117
16500	0.20 	1625
16500	0.40 	1688
16500	0.60 	1785
16500	0.80 	1893
16500	1.00 	2221
16500	1.20 	2556
16500	1.40 	2899
16500	1.60 	3180
16500	1.80 	3342
16500	2.00 	3484
16500	2.20 	3590
16500	2.40 	3672
16500	2.60 	3748
16500	2.80 	3804
16500	3.00 	3856
16500	4.00 	4028
16500	5.00 	4127
17000	0.20 	1620
17000	0.40 	1687
17000	0.60 	1770
17000	0.80 	1887
17000	1.00 	2278
17000	1.20 	2687
17000	1.40 	3042
17000	1.60 	3275
17000	1.80 	3426
17000	2.00 	3565
17000	2.20 	3651
17000	2.40 	3733
17000	2.60 	3799
17000	2.80 	3852
17000	3.00 	3902
17000	4.00 	4060
17000	5.00 	4151
17500	0.20 	1634
17500	0.40 	1710
17500	0.60 	1799
17500	0.80 	1918
17500	1.00 	2211
17500	1.20 	2592
17500	1.40 	2932
17500	1.60 	3212
17500	1.80 	3362
17500	2.00 	3502
17500	2.20 	3605
17500	2.40 	3687
17500	2.60 	3762
17500	2.80 	3815
17500	3.00 	3867
17500	4.00 	4035
17500	5.00 	4133
18000	0.20 	1634
18000	0.40 	1710
18000	0.60 	1799
18000	0.80 	1918
18000	1.00 	2211
18000	1.20 	2592
18000	1.40 	2932
18000	1.60 	3212
18000	1.80 	3362
18000	2.00 	3502
18000	2.20 	3605
18000	2.40 	3687
18000	2.60 	3762
18000	2.80 	3815
18000	3.00 	3867
18000	4.00 	4035
18000	5.00 	4133
18500	0.20 	1631
18500	0.40 	1702
18500	0.60 	1788
18500	0.80 	1906
18500	1.00 	2239
18500	1.20 	2626
18500	1.40 	2970
18500	1.60 	3235
18500	1.80 	3384
18500	2.00 	3522
18500	2.20 	3621
18500	2.40 	3703
18500	2.60 	3775
18500	2.80 	3828
18500	3.00 	3879
18500	4.00 	4044
18500	5.00 	4138
19000	0.20 	1629
19000	0.40 	1697
19000	0.60 	1781
19000	0.80 	1898
19000	1.00 	2257
19000	1.20 	2650
19000	1.40 	2996
19000	1.60 	3250
19000	1.80 	3399
19000	2.00 	3536
19000	2.20 	3632
19000	2.40 	3714
19000	2.60 	3784
19000	2.80 	3836
19000	3.00 	3887
19000	4.00 	4049
19000	5.00 	4142
19500	0.20 	1629
19500	0.40 	1764
19500	0.60 	1939
19500	0.80 	2213
19500	1.00 	3313
19500	1.20 	4075
19500	1.40 	4545
19500	1.60 	4656
19500	1.80 	4417
19500	2.00 	4586
19500	2.20 	4487
19500	2.40 	4508
19500	2.60 	4539
19500	2.80 	4467
19500	3.00 	4540
19500	4.00 	4499
19500	5.00 	4498
