0	0
0.0314	0
0.0628	0
0.0942	0
0.1256	0
0.15699999	0
0.1884	0
0.2198	0
0.25119999	0
0.28259999	0
0.31399998	0
0.34539998	0
0.3768	0
0.4082	0
0.43959999	0
0.47099999	0
0.50239998	0
0.53380001	0
0.56519997	0
0.5966	0
0.62799996	0
0.65939999	0
0.69079995	0
0.72219998	0
0.7536	0
0.78499997	0
0.81639999	0
0.84779996	0
0.87919998	0
0.91059995	0
0.94199997	0
0.97339994	0
1.00479996	0
1.03619993	0
1.06760001	0
1.09899998	0
1.13039994	0
1.16179991	0
1.19319999	0
1.22459996	0
1.25599992	0
1.28740001	0
1.31879997	0
1.35019994	0
1.3815999	0
1.41299999	0
1.44439995	0
1.47579992	0
1.5072	0
1.53859997	0
1.56999993	0
1.6013999	0
1.63279998	0
1.66419995	0
1.69559991	0
1.72699988	0
1.75839996	0
1.78979993	0
1.82119989	0
1.85259998	0
1.88399994	0
1.91539991	0
1.94679987	0
1.97819996	0
2.00959992	0
2.04099989	0
2.07239985	0
2.10379982	0
2.13520002	0
2.16659999	0
2.19799995	0
2.22939992	0
2.26079988	0
2.29219985	0
2.32359982	0
2.35500002	0
2.38639998	0
2.41779995	0
2.44919991	0
2.48059988	0
2.51199985	0
2.54339981	0
2.57480001	0
2.60619998	0
2.63759995	0
2.66899991	0
2.70039988	0
2.73179984	0
2.76319981	0
2.79460001	0
2.82599998	0
2.85739994	0
2.88879991	0
2.92019987	0
2.95159984	0
2.9829998	0
3.01440001	0
3.04579997	0
3.07719994	0
3.1085999	0
3.13999987	0
0.0157	0.0157
0.0471	0.0157
0.0785	0.0157
0.1099	0.0157
0.14129999	0.0157
0.17269999	0.0157
0.2041	0.0157
0.23549999	0.0157
0.2669	0.0157
0.2983	0.0157
0.32969999	0.0157
0.36109999	0.0157
0.39249998	0.0157
0.42389998	0.0157
0.45529997	0.0157
0.48669997	0.0157
0.51809996	0.0157
0.54949999	0.0157
0.58089995	0.0157
0.61229998	0.0157
0.6437	0.0157
0.67509997	0.0157
0.70649999	0.0157
0.73789996	0.0157
0.76929998	0.0157
