8041	2.19E-02
8141	9.49E-04
8242	2.25E-02
8342	9.72E-04
8443	2.30E-02
8543	9.96E-04
8644	2.36E-02
8744	1.02E-03
8845	2.41E-02
8945	1.04E-03
9046	2.47E-02
9146	1.07E-03
9247	2.52E-02
9347	1.09E-03
9448	2.58E-02
9548	1.11E-03
9649	2.63E-02
9749	1.14E-03
9850	2.69E-02
9950	1.16E-03
10051	2.74E-02
10151	1.19E-03
10252	2.79E-02
10352	1.21E-03
10453	2.85E-02
10553	1.23E-03
10654	2.90E-02
10754	1.26E-03
10855	2.96E-02
10955	1.28E-03
11056	3.01E-02
11156	1.30E-03
11257	3.07E-02
11357	1.33E-03
11458	3.12E-02
11558	1.35E-03
11659	3.18E-02
11759	1.38E-03
11860	3.23E-02
11960	1.40E-03
12061	3.29E-02
12161	1.42E-03
12262	3.34E-02
12362	1.45E-03
12463	3.40E-02
12563	1.47E-03
12664	3.45E-02
12764	1.49E-03
12865	3.51E-02
12965	1.52E-03
13066	3.56E-02
13166	1.54E-03
13267	3.62E-02
13367	1.57E-03
13468	3.67E-02
13568	1.59E-03
13669	3.73E-02
13769	1.61E-03
13870	3.78E-02
13970	1.64E-03
14071	3.84E-02
14171	1.66E-03
14272	3.89E-02
14372	1.68E-03
14473	3.94E-02
14573	1.71E-03
14674	4.00E-02
14774	1.73E-03
14875	4.05E-02
14975	1.75E-03
15076	4.11E-02
15176	1.78E-03
15277	4.16E-02
15377	1.80E-03
15478	4.22E-02
15578	1.83E-03
15679	4.27E-02
15779	1.85E-03
15880	4.33E-02
15980	1.87E-03
16081	4.38E-02
16181	1.90E-03
16282	4.44E-02
16382	1.92E-03
16483	4.49E-02
16583	1.94E-03
16684	4.55E-02
16784	1.97E-03
16885	4.60E-02
16985	1.99E-03
17086	4.66E-02
17186	2.02E-03
17287	4.71E-02
17387	2.04E-03
17488	4.77E-02
17588	2.06E-03
17689	4.82E-02
17789	2.09E-03
17890	4.88E-02
17990	2.11E-03
18091	4.93E-02
18191	2.13E-03
18292	4.99E-02
18392	2.16E-03
18493	5.04E-02
18593	2.18E-03
18694	5.09E-02
18794	2.21E-03
18895	5.15E-02
18995	2.23E-03
19096	5.20E-02
19196	2.25E-03
19297	5.26E-02
19397	2.28E-03
19498	5.31E-02
19598	2.30E-03
19699	5.37E-02
19799	2.32E-03
19900	5.42E-02
20000	2.35E-03
20101	5.48E-02
20102	5.31E-02
20103	5.14E-02
20104	4.99E-02
20105	4.83E-02
20106	4.68E-02
20107	4.54E-02
20108	4.40E-02
20109	4.26E-02
20110	4.13E-02
20111	4.00E-02
20112	3.88E-02
20113	3.76E-02
20114	3.64E-02
20115	3.53E-02
20116	3.42E-02
20117	3.31E-02
20118	3.21E-02
20119	3.11E-02
20120	3.02E-02
20121	2.92E-02
20122	2.83E-02
20123	2.75E-02
20124	2.66E-02
20125	2.58E-02
20126	2.50E-02
20127	2.42E-02
20128	2.35E-02
20129	2.27E-02
20130	2.20E-02
20131	2.14E-02
20132	2.07E-02
20133	2.01E-02
20134	1.94E-02
20135	1.88E-02
20136	1.83E-02
20137	1.77E-02
20138	1.71E-02
20139	1.66E-02
20140	1.61E-02
20141	1.56E-02
20142	1.51E-02
20143	1.47E-02
20144	1.42E-02
20145	1.38E-02
20146	1.33E-02
20147	1.29E-02
20148	1.25E-02
20149	1.21E-02
20150	1.18E-02
20151	1.14E-02
20152	1.10E-02
20153	1.07E-02
20154	1.04E-02
20155	1.01E-02
20156	9.74E-03
20157	9.44E-03
20158	9.15E-03
20159	8.86E-03
20160	8.59E-03
20161	8.32E-03
20162	8.07E-03
20163	7.82E-03
20164	7.58E-03
20165	7.34E-03
20166	7.12E-03
20167	6.90E-03
20168	6.68E-03
20169	6.48E-03
20170	6.28E-03
20171	6.08E-03
20172	5.89E-03
20173	5.71E-03
20174	5.53E-03
20175	5.36E-03
20176	5.20E-03
20177	5.04E-03
20178	4.88E-03
20179	4.73E-03
20180	4.58E-03
20181	4.44E-03
20182	4.31E-03
20183	4.17E-03
20184	4.04E-03
20185	3.92E-03
20186	3.80E-03
20187	3.68E-03
20188	3.57E-03
20189	3.46E-03
20190	3.35E-03
20191	3.25E-03
20192	3.15E-03
20193	3.05E-03
20194	2.95E-03
20195	2.86E-03
20196	2.77E-03
20197	2.69E-03
20198	2.61E-03
20199	2.52E-03
20200	2.45E-03
20201	2.37E-03
