  -3.951597       100.0000    
  -3.832949       100.0000    
  -3.716676       99.99998    
  -3.602982       99.98926    
  -3.491888       100.2228    
  -3.383346       105.8164    
  -3.277226       27.28387    
  -3.173381      0.8077537    
  -3.071645      0.2350033    
  -2.971836      0.1934040    
  -2.873804      0.1834894    
  -2.777362      0.1609380    
  -2.682375      0.1402946    
  -2.588683      0.1232329    
  -2.496182      0.1072068    
  -2.404713      9.2582867E-02
  -2.314187      7.9039983E-02
  -2.224506      6.6512942E-02
  -2.135566      5.5127311E-02
  -2.047295      4.4606883E-02
  -1.959635      3.4824222E-02
  -1.872474      2.6080115E-02
  -1.785792      1.7938964E-02
  -1.699535      1.0623256E-02
  -1.613644      4.1037467E-03
  -1.528093      1.9588375E-03
  -1.442818      7.1642972E-03
  -1.357822      1.1998394E-02
  -1.273053      1.4865125E-02
  -1.188499      2.0078627E-02
  -1.104125      2.3334403E-02
  -1.019915      7.7020861E-02
 -0.9358416      6.5334618E-02
 -0.8519220      2.2557413E-04
 -0.7681228       12.56278    
 -0.6844075       57.66792    
 -0.6007937       198.0537    
 -0.5172550       100.2270    
 -0.4337983       99.51621    
 -0.3504120       100.0396    
 -0.2670838       99.99997    
 -0.1838118       100.0000    
 -0.1005845       100.0000    
